a,e,i,om,w,ma,ad,per,id,full_name,pdes,name,epoch
.9269465702980573,.4052074754079601,4.794009546453476,311.9257768397604,82.48351355052992,264.9766417510688,1.3025522498866,325.9721370675877,a0005604,"  5604 (1992 FE)",5604,,2457000.5
1.271020879401863,.5852713946299506,5.055385509014803,97.09575375800063,258.8167432445211,246.6693488039056,2.014913042093177,523.3924507220102,a0005693,"  5693 (1993 EA)",5693,,2457000.5
1.271174715341874,.4995507668573422,3.497343486322201,182.5828051569687,241.9946178789559,294.2259997660751,1.906191019200572,523.4874755251494,a0006037,"  6037 (1988 EG)",6037,,2457000.5
1.151550577277359,.4127581542103905,3.944956654429896,344.6230951187367,239.6771699616682,232.3215806667025,1.626862468034272,451.3598795697359,a0006239,"  6239 Minos (1989 QF)",6239,Minos,2457000.5
2.512320953350836,.6009767835157114,2.287528857325901,212.1865625269534,65.22830030999425,156.4488038691053,4.022167519054747,1454.491232085671,a0006489,"  6489 Golevka (1991 JX)",6489,Golevka,2451986.5
2.501034852428154,.590445192658584,5.943828938921804,301.9367838573396,323.5755970811449,325.7713024956857,3.977758857715929,1444.7012298715,a0006491,"  6491 (1991 OA)",6491,,2457000.5
1.770806440813239,.484233639114017,15.19420294671807,61.34188596990376,232.2589270125522,283.4839342352946,2.628290487814773,860.7064673580373,a0007335,"  7335 (1989 JA)",7335,,2457000.5
1.841714046690785,.5067424621410147,5.420014024053683,294.8725064723761,173.3552902714985,58.32038724524949,2.774988757270565,912.917910490111,a0007341,"  7341 (1991 VK)",7341,,2457000.5
1.346295791161308,.328307065777429,33.48909091618885,117.9014657575305,47.59967521276964,136.5173339759256,1.78829421202598,570.5702967173007,a0007482,"  7482 (1994 PC1)",7482,,2457000.5
1.467627818335862,.4818729389090671,3.122888206342673,73.46351479716007,279.9969268598556,260.0623540720663,2.174837948382067,649.4150206841938,a0007753,"  7753 (1988 XB)",7753,,2457000.5
1.12276758976761,.1646129461665698,37.12235386442282,156.8720974510641,249.4554933222601,80.13450286819887,1.307589670579594,434.543470272694,a0007822,"  7822 (1991 CS)",7822,,2457000.5
1.746927409685938,.4560021614590216,1.864978031957404,210.2997735922648,114.3313972310175,194.594464184219,2.543530084414736,843.3555658364636,a0008014,"  8014 (1990 MF)",8014,,2457000.5
1.506357062431248,.4305407030294729,37.97513747842982,164.1458398697852,125.1387939170354,330.9277313965999,2.154905091103809,675.2900003970174,a0008566,"  8566 (1996 EN)",8566,,2457000.5
2.24287048499518,.6257141300399793,9.826302591366403,168.1658821991236,116.182519348018,337.976076825938,3.646266239306286,1226.88744059733,a0009856,"  9856 (1991 EE)",9856,,2457000.5
1.248417630774395,.324727246459499,15.32223336976018,8.935487081256626,233.6265831043961,60.852172564937,1.653812850447255,509.4930532160308,a0010115," 10115 (1992 SK)",10115,,2457000.5
1.079857375676636,.3558717992926644,10.30927505957688,234.4640462390907,289.4086266868395,41.30152735887513,1.464148162938135,409.8717870684798,a0011500," 11500 Tomaiyowit (1989 UR)",11500,Tomaiyowit,2457000.5
1.541404115617722,.4060454604059214,24.52659478757887,220.7580104314487,321.6974909646188,263.3385789609924,2.167284259415303,698.9935981830732,a0012538," 12538 (1998 OH)",12538,,2457000.5
1.962919458811612,.4916984436850994,5.299411141710687,168.2239856625568,147.0034056288403,200.6281455272848,2.928083901788479,1004.505102873607,a0012923," 12923 Zephyr (1999 GK4)",12923,Zephyr,2457000.5
1.335293828653324,.3056229952213405,17.24871639907674,116.681374965786,133.7970289252446,123.5910666265613,1.743390328066924,563.59053330284,a0013651," 13651 (1997 BR)",13651,,2457000.5
2.842312421558725,.6656337851123046,1.980776591570492,57.97824365495283,238.1274469673474,.9166727762206859,4.734251597192579,1750.27442297703,a0014827," 14827 Hypnos (1986 JK)",14827,Hypnos,2457000.5
2.202679585792194,.8580274911341474,17.55872713361912,260.5467132130309,242.8669589309781,302.6388405706243,4.092639224561873,1194.057984697133,a0016960," 16960 (1998 QS52)",16960,,2457000.5
1.564563229792268,.4765043153639724,6.983225981557753,227.3906721215344,296.1232848316469,19.86179572429,2.310084360448079,714.8058626161214,a0020425," 20425 (1998 VD35)",20425,,2457000.5
1.21885650066979,.5699209276020466,3.206531110446322,307.5208370321031,324.6518417309736,48.80172735577022,1.913508328145301,491.5042684350123,a0022753," 22753 (1998 WT)",22753,,2457000.5
1.846811068498328,.5895356298377276,51.31242960882803,164.364120057359,293.5469219089316,193.6995474986285,2.935571994956776,916.7103400038239,a0023187," 23187 (2000 PN9)",23187,,2457000.5
1.324119845185226,.2800494589196127,1.621460231737667,69.08143643597246,162.8103324760146,333.9418224137787,1.69493889137407,556.5310105575616,a0025143," 25143 Itokawa (1998 SF36)",25143,Itokawa,2457000.5
1.545923031992892,.4717552030398452,13.54008346153144,303.7086020034122,231.0697403315216,62.83572363153034,2.275220265834672,702.0696969795503,a0026663," 26663 (2000 XK47)",26663,,2457000.5
1.74372976638114,.4334721232920444,8.697409265333679,130.3976506827289,.7359131837656333,102.8716858006758,2.499588010661914,841.0410599548369,a0027002," 27002 (1998 DV9)",27002,,2457000.5
1.698913031756192,.5073715703492357,12.181570674,356.776332840293,224.5234604358391,5.379370545185029,2.560893204565112,808.8260838585202,a0029075," 29075 (1950 DA)",29075,,2455259.5
2.136612271737538,.5775272422631021,9.544246511962861,78.85175527040481,39.07784503934716,41.17865624681853,3.37056406481962,1140.740877887662,a0031669," 31669 (1999 JT6)",31669,,2457000.5
.718392640597618,.4180267313441372,7.342977242254242,81.98717706260912,167.3418312999747,324.9486724894952,1.018699967968324,222.4033060803668,a0033342," 33342 (1998 WT24)",33342,,2457000.5
1.137392708270445,.144286964252994,13.91141674539727,139.3704928173379,206.8855984972922,55.40085733608476,1.301503649310278,443.06157440684,a0035107," 35107 (1991 VH)",35107,,2457000.5
1.442498324882755,.4841545883475218,4.097702249657829,213.8205491452476,102.848038869528,24.30730967749628,2.140890507558354,632.8071872545448,a0035396," 35396 (1997 XF11)",35396,,2457000.5
1.909531726383634,.5194470535808576,5.078181098026263,145.6768495401611,323.0580785110318,332.7616853002341,2.901432355372781,963.804044773313,a0037638," 37638 (1993 VB)",37638,,2457000.5
1.477938289211085,.752485723278049,18.00146199798812,139.7014811072756,303.7149825191104,80.07612951342348,2.590065751728411,656.2704925553983,a0037655," 37655 Illapa (1994 PM)",37655,Illapa,2457000.5
2.090335366199715,.5065326642255018,12.72655950909023,195.5355531080798,8.795359603750398,67.6876729276792,3.149158508365646,1103.881307948851,a0038071," 38071 (1999 GU3)",38071,,2457000.5
2.036114755203207,.4930272230009452,10.0313697856907,313.5843017702013,344.7833907112192,65.25387062875802,3.039974758672293,1061.211147992742,a0039572," 39572 (1993 DQ1)",39572,,2457000.5
1.592382011979642,.555657586205782,2.173575466440101,351.9704285839589,297.1947667932912,77.60202046604412,2.477201157073756,733.9548106935548,a0041429," 41429 (2000 GE2)",41429,,2457000.5
2.413253267982983,.6209876607554469,2.432378750256228,338.8197190465266,20.16415761218801,118.2571485949061,3.911853769678173,1369.31315779834,a0052760," 52760 (1998 ML14)",52760,,2457000.5
2.379737165497143,.5725737510455535,5.878659356261725,27.06265134567902,174.4221953102551,195.2991141653763,3.742312200848355,1340.886186300337,a0052768," 52768 (1998 OR2)",52768,,2457000.5
2.719648774185324,.6457650167438859,13.88466658914684,133.6970012700303,166.7895736661281,160.0234196315294,4.475902810384598,1638.202780368376,a0053319," 53319 (1999 JM8)",53319,,2457000.5
1.923165301846159,.538291412621733,22.77312797537484,239.1239270504715,43.28838725415692,277.4259905726356,2.958388668882029,974.1444240931392,a0053426," 53426 (1999 SL5)",53426,,2457000.5
2.022324690544262,.6399609211977889,26.79375395731437,199.279175318127,64.02096608719563,128.1185304962686,3.316533462466002,1050.448470742945,a0053429," 53429 (1999 TF5)",53429,,2457000.5
1.495423314578501,.4195699528267186,7.175688796120134,313.2392276322918,324.8799364338129,286.9210305219678,2.122858004132178,667.9510667801201,a0053550," 53550 (2000 BF19)",53550,,2457000.5
1.370548649075654,.2690388380540158,40.78784568695269,190.0475246934798,218.31407543924,185.6693205628972,1.739279465119469,586.0573415212516,a0053789," 53789 (2000 ED104)",53789,,2457000.5
.9151112407608482,.2646942880600704,1.299393382374657,178.2387300448237,14.89499021830574,101.3479821996892,1.157335959129808,319.7490493336284,a0065679," 65679 (1989 UQ)",65679,,2457000.5
1.427391611426171,.362925140611828,11.14930953099079,180.1690706688072,63.30901410510292,291.9065158562098,1.945427912711158,622.8925506936587,a0065690," 65690 (1991 DG)",65690,,2457000.5
1.394588909023994,.2806805712850624,2.790671264405649,175.5669741027932,289.9747476991519,111.2674334149707,1.78602292071666,601.5444681834296,a0065717," 65717 (1993 BX3)",65717,,2457000.5
1.644432778446723,.3837524990457884,3.407649938119691,73.23329395992933,319.2504012933393,96.83280539340494,2.275487966688461,770.2338737489471,a0065803," 65803 Didymos (1996 GT)",65803,Didymos,2457000.5
1.091221866646131,.5396657631208767,3.559372947274709,108.6476342981986,284.4303741015841,323.710825556692,1.680116948043902,416.3590577265816,a0065909," 65909 (1998 FH12)",65909,,2457000.5
.6422856549479691,.6884623139357768,38.88576367714238,244.9220428409039,192.6168677178411,244.1790832698672,1.084475123161204,188.0142473559632,a0066391," 66391 (1999 KW4)",66391,,2457000.5
1.308554786328774,.2127307096330986,9.02328862183181,264.5558139884413,184.7859220587405,38.48118958027845,1.586924574618282,546.7468534638936,a0067367," 67367 (2000 LY27)",67367,,2457000.5
1.3203785211962,.5429084333927178,10.6665524893343,294.9849463551934,266.7628561300837,219.7744136621696,2.037223155624223,554.1739452159784,a0067381," 67381 (2000 OL8)",67381,,2457000.5
1.319315878858214,.326418878298988,17.99725798801353,18.191799094795,48.67253577479914,121.3109898928299,1.749965488157156,553.5050799775065,a0068216," 68216 (2001 CV26)",68216,,2457000.5
1.507492450544915,.416609502837145,16.68723112993183,219.440121886708,140.168951088778,16.76583538288469,2.135528130897181,676.0536248209733,a0068346," 68346 (2001 KZ66)",68346,,2457000.5
.9628575376286003,.3798087704475143,17.13811076060751,245.931469605304,243.8538898802154,193.8624955474432,1.32855927511144,345.0972342899364,a0068347," 68347 (2001 KB67)",68347,,2457000.5
1.618092970548739,.4156885876437357,8.100096687591131,253.0583954791769,322.1881886843755,234.2953129371566,2.290715752152401,751.8022716708662,a0068372," 68372 (2001 PM9)",68372,,2457000.5
1.706507121358981,.4367380462300686,22.7338349992738,302.0947624550961,24.59876179308118,35.34731662318278,2.451803707419002,814.2552816793676,a0068548," 68548 (2001 XR31)",68548,,2457000.5
1.056664293076915,.3442700696991694,25.15393997147338,236.2560527030744,255.5188938894742,29.13684561386856,1.420442182903129,396.7381599714882,a0068950," 68950 (2002 QF15)",68950,,2457000.5
1.654859246367907,.6240807480168045,6.067913784682972,34.23976624896081,92.7205167124965,52.909788447231,2.687625042703715,777.5709342013165,a0069230," 69230 Hermes (1937 UB)",69230,Hermes,2457000.5
2.222246032231725,.776347248749921,3.128423910670278,339.7204000445852,242.9045398530638,67.80496686664715,3.947480625400253,1210.003526485782,a0085182," 85182 (1991 AQ)",85182,,2457000.5
1.234213245621394,.3112574837242474,12.80378603040203,54.41857273198833,293.8028911079197,183.757208516428,1.618371354832646,500.8223841332685,a0085236," 85236 (1993 KH)",85236,,2457000.5
1.297494526607819,.3562893362461803,4.083287382384631,2.369177304305823,95.35094902349931,156.8847653540136,1.75977799027597,539.8296428022745,a0085585," 85585 Mjolnir (1998 FG2)",85585,Mjolnir,2457000.5
1.580440544356093,.4857245860080922,4.51360687860809,299.7139707845058,117.1234211938657,29.29900250700595,2.348099373473861,725.7142828822197,a0085640," 85640 (1998 OX4)",85640,,2457000.5
1.923618632812446,.6395226192129262,10.76413469593718,41.5181286514834,102.4235114900611,350.4070705342253,3.15381625923545,974.4888842306833,a0085713," 85713 (1998 SS49)",85713,,2457000.5
1.4037551727889,.3291671359264257,13.58881310645482,64.71182411244681,50.01325946809551,200.3297537313525,1.865825242557727,607.4848915958165,a0085774," 85774 (1998 UT18)",85774,,2455172.5
1.853264662012705,.4833699531261786,9.14454234590128,19.91714666634174,197.6176713853314,75.72052770958719,2.74907711482019,921.5196364401329,a0085938," 85938 (1999 DJ4)",85938,,2457000.5
.8826347315854162,.6328291954434265,17.057175125453,130.2363550264075,309.1959401627414,22.48503899373161,1.44119175864504,302.8795463968955,a0085989," 85989 (1999 JD6)",85989,,2457000.5
1.007727408472828,.3113681817985279,5.321483880475886,124.515697705925,235.2800138792069,46.26548524942179,1.321501659397554,369.4988006471419,a0085990," 85990 (1999 JV6)",85990,,2457000.5
1.759588852837543,.5791904401900101,7.123563605714912,311.8145327817714,120.5742276666314,137.4718804479421,2.778725895065955,852.5409133171308,a0086039," 86039 (1999 NC43)",86039,,2457000.5
1.995137776651698,.5067830390917205,10.05893827824366,164.9384884385578,150.2084133846049,34.1756731595542,3.006239762509943,1029.337427995872,a0086819," 86819 (2000 GK137)",86819,,2457000.5
.8586529676004131,.6426841288544927,19.22939523634924,162.0589982138765,47.75157843256594,43.47702112206774,1.41049560207101,290.6196261164238,a0087684," 87684 (2000 SY2)",87684,,2457000.5
1.182142703784203,.6294825750175171,1.521050247940736,272.3323247552547,139.9778855867973,286.4475858169599,1.926280937000453,469.465071489943,a0088254," 88254 (2001 FM129)",88254,,2457000.5
1.355678117001607,.2526999319111772,1.904797128248123,175.9857793326032,67.07163353471471,245.5901070393997,1.698257884861386,576.5451267718396,a0089136," 89136 (2001 US16)",89136,,2457000.5
2.076730396036876,.5074632334448692,43.69958790485024,19.93432982823447,5.696615185543714,148.4581329649753,3.130594717802992,1093.121927458096,a0089830," 89830 (2002 CE)",89830,,2457000.5
1.641845473966986,.8862548251517998,9.956886169757757,188.4874922826653,222.5841600582499,299.3822107253438,3.096938947423871,768.4167923453653,a0089958," 89958 (2002 LY45)",89958,,2457000.5
1.735190356692899,.52884620784801,42.33734613333073,132.0809335033692,300.6765814675057,94.45443132791613,2.652839196724374,834.8704988464247,a0089959," 89959 (2002 NT7)",89959,,2457000.5
2.133550476484919,.5759192150233001,8.915177788489043,226.7983959942927,30.65117394525411,70.12962197449465,3.362303192114701,1138.289710115528,a0090075," 90075 (2002 VU94)",90075,,2457000.5
1.234657383055582,.2801175154166708,19.00485717480101,286.2859393673164,306.8103787378583,274.0900023256996,1.58050654158796,501.0927433834697,a0090403," 90403 (2003 YE45)",90403,,2457000.5
1.694375101742173,.4918174346788002,7.842451320312589,326.927304408388,233.0583434481574,309.5126626397206,2.52769831766464,805.5875919325854,a0090416," 90416 (2003 YK118)",90416,,2457000.5
1.866428342817725,.5071947422487542,10.62786348511571,284.3395630720109,61.24644792747883,48.56001258467998,2.813070985078931,931.3553382424002,a0099248," 99248 (2001 KY66)",99248,,2457000.5
.9222788903126814,.1910795219761208,3.331290217797427,204.4571896287176,126.3936405969297,215.5399783483177,1.098507499802296,323.513068841623,a0099942," 99942 Apophis (2004 MN4)",99942,Apophis,2454441.5
2.641330841178974,.6248971505252406,2.802997199877892,308.39922212,38.36013949002621,58.53134529435523,4.291890957426152,1567.95151991411,a0100085,"100085 (1992 UY4)",100085,,2457000.5
1.624110381477125,.6108370779251441,4.76501980847712,111.0814122777802,268.6193802212857,138.6935657452906,2.616177221126503,755.9999042453754,a0101869,"101869 (1999 MM)",101869,,2457000.5
1.126391026002269,.2037451301320473,6.034936697871913,2.060868314827187,66.22307320559993,101.7039453142283,1.355887712174672,436.6487281745042,a0101955,"101955 Bennu (1999 RQ36)",101955,Bennu,2455562.5
1.843678703442488,.5816069705323476,38.54357028436208,116.6719240642199,103.9799630708926,311.8329950424726,2.91597508878668,914.3790889338695,a0103067,"103067 (1999 XA143)",103067,,2457000.5
1.753427814623652,.4397337619694811,42.0418614629143,310.180061888729,6.901571261430632,334.3230999145259,2.524469223890036,848.0671949550019,a0111253,"111253 (2001 XU10)",111253,,2457000.5
1.638121068985281,.416979945221726,4.681832282475542,268.5921992039837,24.80109509931478,210.8461176323111,2.321184702597319,765.8036307282659,a0136617,"136617 (1994 CC)",136617,,2457000.5
1.573151759717984,.3950916515727813,1.438974471810615,99.33848366304709,248.202176497585,341.7894555726723,2.194690886639589,720.6997269095659,a0136618,"136618 (1994 CN2)",136618,,2457000.5
1.745491991534736,.4783745227724663,11.00503760499134,50.22098850475525,147.402014225219,243.2594602868066,2.580490889988327,842.3163247343468,a0136795,"136795 (1997 BQ)",136795,,2457000.5
1.491461215846867,.5781584455281675,7.789800690428444,110.8147590531731,97.62700426290385,56.75681630039301,2.353762113966441,665.2982383292739,a0136849,"136849 (1998 CS1)",136849,,2457000.5
1.458797729178082,.5620340555009509,39.93312835926827,314.4103203394849,268.300870762375,322.9271785503142,2.278691733063618,643.5629663223797,a0137108,"137108 (1999 AN10)",137108,,2457000.5
1.899511453915612,.5499267482654085,8.992549334191319,339.6339650582959,221.7924562864942,357.5668794758578,2.944103611060323,956.2276596658299,a0137120,"137120 (1999 BJ8)",137120,,2457000.5
1.772762146258473,.6002822127576378,5.546634502010462,157.1183083167278,90.22264158664071,218.1165905067508,2.836919730107487,862.1327268544892,a0137126,"137126 (1999 CF9)",137126,,2457000.5
2.448014579954601,.6103468085688454,39.19018491208376,348.1496347102245,161.7763936515221,286.2640114092903,3.942152466159894,1399.005516434878,a0137427,"137427 (1999 TF211)",137427,,2457000.5
1.776509361420963,.4143022493801786,60.68184471405064,43.47649769761917,2.503147525733944,161.7761995683748,2.512521185902613,864.8676990150561,a0138095,"138095 (2000 DK79)",138095,,2457000.5
.6617887691384571,.5330838518705916,26.46534631518185,155.775392230236,197.8172621988367,326.2525931327172,1.014577675315483,196.6425584019703,a0138127,"138127 (2000 EE14)",138127,,2457000.5
1.004880732812377,.2934966803930397,5.24170780639253,25.87300585522247,280.8488809920765,126.6279236092574,1.299809892083734,367.9342405398186,a0138175,"138175 (2000 EE104)",138175,,2457000.5
1.139870022605344,.3189263915225606,2.169613401792569,309.5998391921223,142.0278124404234,101.1726057745336,1.503404655719607,444.5098871493379,a0138404,"138404 (2000 HA24)",138404,,2457000.5
2.360506703307113,.5652152451331515,6.218007822476934,226.6867165920779,181.1567485914274,308.0716366768456,3.69470107825529,1324.66567816277,a0138524,"138524 (2000 OJ8)",138524,,2457000.5
2.103510459791349,.6073657577772777,11.88854078046646,328.118677113218,135.9855875735085,207.2227045931838,3.381110684194951,1114.334151466996,a0138727,"138727 (2000 SU180)",138727,,2457000.5
1.034543318743601,.3335517375537159,7.902133245972417,353.7713467469684,271.7499397689353,342.6164543576636,1.379617040285117,384.3451873404891,a0138971,"138971 (2001 CB21)",138971,,2457000.5
1.859636858403682,.4522648254453687,26.06868918723075,173.5761238685203,3.363962171249038,147.5615913124067,2.700685197561398,926.2764978906157,a0139211,"139211 (2001 GN2)",139211,,2457000.5
2.651336836574294,.8655676021019371,5.79251592127559,86.62242558651882,300.1820339444245,31.35629564511601,4.94624810457244,1576.869617802788,a0139359,"139359 (2001 ME1)",139359,,2457000.5
1.422867675776285,.3111405774425895,9.315643408159728,83.29200576668019,337.8494690593854,259.6473828391817,1.865579546041713,619.933630539583,a0139622,"139622 (2001 QQ142)",139622,,2457000.5
1.820174739671475,.5687824006562048,4.85526516294441,197.2437924808199,30.86165241157668,218.4329934411286,2.855458097715599,896.9496222300546,a0140039,"140039 (2001 SO73)",140039,,2457000.5
1.347179867910876,.4608988504251466,2.513244034060902,126.9108803790001,42.61811712670427,345.3154493304489,1.968093520346899,571.1324065508363,a0140158,"140158 (2001 SX169)",140158,,2457000.5
1.783972543534757,.5075421097406863,53.22965054337931,357.1177832119238,225.5903837136969,295.5207272129167,2.689413731999845,870.3234311510245,a0140288,"140288 (2001 SN289)",140288,,2457000.5
1.527621199438394,.5793663836235443,2.741665897525389,316.4466531047365,31.13265953333676,349.9806935258603,2.412673569303677,689.6392038515656,a0141053,"141053 (2001 XT1)",141053,,2457000.5
.9784078622279152,.428276125399182,2.463289314930161,81.36648831751612,272.7526814269123,170.6654647324973,1.397436590522984,353.4909729425872,a0141432,"141432 (2002 CQ11)",141432,,2457000.5
1.114313566028222,.8020771502998878,2.352819806612997,51.9783454969144,317.6620149966226,57.72883177093691,2.008079015608645,429.6447937491648,a0141495,"141495 (2002 EZ11)",141495,,2457000.5
1.086848855896565,.7247485523053315,34.01653731012158,38.90450282794747,308.05801187808,359.9496241313238,1.874540990782306,413.8587633234956,a0141525,"141525 (2002 FV5)",141525,,2457000.5
1.513909679561329,.6268236714871235,9.196299552942264,187.6563909703058,247.4955718565768,337.2398134128713,2.462864103203855,680.3750441541413,a0141527,"141527 (2002 FG7)",141527,,2457000.5
2.002075877508188,.5297578444089206,2.359197282060133,307.1369705468459,2.081782714203443,128.6997182948897,3.062691278720024,1034.711381733418,a0141593,"141593 (2002 HK12)",141593,,2457000.5
1.623412766066763,.536600636551932,7.176424755311642,200.7340911273358,127.2237503973116,353.919948054978,2.494537089724721,755.5128617223586,a0141614,"141614 (2002 JV15)",141614,,2457000.5
1.197918740937671,.8501163920894081,19.18474393283696,304.1683014855349,224.3598142046737,184.9948641071024,2.216289098999891,478.894077183875,a0141851,"141851 (2002 PM6)",141851,,2457000.5
1.966439267756673,.6060195268039639,2.666024893339432,181.3636629387546,89.2326805484782,36.85321142728249,3.158139862291305,1007.208156138523,a0143404,"143404 (2003 BD44)",143404,,2457000.5
2.125662047557283,.7297189318664098,4.986604824609551,177.2050400748099,88.70586615444877,264.4139132080917,3.676797886409749,1131.982608930392,a0143487,"143487 (2003 CR20)",143487,,2457000.5
1.967136107753803,.5760607037639344,35.60020963307156,195.970633341538,47.01137716483515,56.56229060340297,3.100325918385905,1007.74358465312,a0143624,"143624 (2003 HM16)",143624,,2457000.5
1.085409481149229,.1870149755887826,62.10023879941947,.9986539173702687,105.0012525260792,276.1015792089279,1.288397308770186,413.0368911140714,a0143649,"143649 (2003 QQ47)",143649,,2457000.5
2.135699823654718,.5243259062881043,11.60589121489271,58.2499319938302,183.4910493810225,278.3856596770416,3.255502569251823,1140.01021956487,a0143651,"143651 (2003 QO104)",143651,,2457000.5
1.971477824905791,.5529733907775297,27.15988243610406,315.7510925775965,57.83378859420102,3.236185021338067,3.061652602586654,1011.081750425164,a0143992,"143992 (2004 AF)",143992,,2457000.5
